row_id,wallet,canonical_lock_hash,dataset_version,collection_state,sampling_stratum,lifetime_tx_count,legacy_proxy_label
583,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqft2zvapr5r896dnhfc9zq34jqcfr6yyhcp6tg4h,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
584,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqft980n0alva2vjmkca85wujt5vhtwgzpgqczv9a,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
585,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftd47h3v4gg75m5w3amn3t9f3jqwe4xgqg9r36q,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
586,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftm2xn4dlczysw0q2x5alw2v7ur2le8gs8h3teh,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
587,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqftut643fj67jhgc0u2h4m3ggtt290vqmqxqpkju,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
588,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfu77q0whtmthcu45dm9l326da8rasmh6g8t7pw9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
589,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfuss90srspr49ftd2x22zn2zcpthn727gp7z3wq,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
590,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfuwj6lqq2hhe8qqm3m5z2xacjjyuy73yqwgnm2m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
591,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfvfcxm03q9xmn3fy68s9rxp0y5lfqfvjgmmtw0p,,ckb-behaviour-dataset-v1,COMPLETE,201-500,318,
592,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfvq4dqqh8vq032qx3lxaltkffqvxfe8ts4jur9h,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
593,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfw9spluhv7a28xhswp2nqf2gay6shktrcypanmv,,ckb-behaviour-dataset-v1,COMPLETE,51-200,72,human_like
594,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwcjzujntvxpmcjmpt4r6pd4mvxu89k4sr3244x,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
595,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwru8wpcx969py0vrrf29ckn928nz26csz7pvxw,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
596,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfwtvcdzqhl2dk9vqgd34ftzmeynaccv0q6xn5x0,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
597,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfx7c8l89wcf42vxgajjke9zdt7myeqrdqj6mqm6,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
598,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxgd9zxl6czs4s3kzr55letennz2l3yjqpt8r79,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
599,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxqhntpalmhxqf2dls2ak9tq52pclnals5mtv4z,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
600,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxqr07vgqlgcke2waa8llnuc6e6fmqxdgpe06nl,,ckb-behaviour-dataset-v1,COMPLETE,5000+,8157,bot_like
601,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfxutf5s83ww7s33j2tyc98k7gzr5588vs3kzqs7,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
602,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfy9jh56guwkukqsxa6anu49vsyrs07j4qa7y0x8,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
603,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfyd02uaapv496wq2jylx7hdhwxseenj7qrht04y,,ckb-behaviour-dataset-v1,COMPLETE,1-10,7,human_like
604,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfyj5nenrx8y7mcrg2zdhqtyet4xegysfc3xyemf,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
605,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfylyx957e0g3kyjua0fed5gzzj4s2s9qsxafn7t,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
606,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfz9rdwxs84saj8xcknrclsf4a9r7qk3hqqsv05e,,ckb-behaviour-dataset-v1,COMPLETE,5000+,3012124,bot_like
607,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfza43g58rzyhcd8j6nav9c7cgefmwfgsq34yn7t,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1515,bot_like
608,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzgxljyv0d2hezcfypqscs5zy3kn7jhnqvv0xt6,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
609,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzz2s8jscd5wm0faglpyxl5w3t8fyk69gthp4j7,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
610,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqfzzknutrncp6fupm6596sgyh5r0946rpsu6mkpk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
611,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg05cmev2k5ju0u69uevym6zf3gut2t7lsjyej3g,,ckb-behaviour-dataset-v1,COMPLETE,1-10,1,human_like
612,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0fsmjwhnshsqzsayprx9f7w0jwkn5zyqcrdluc,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
613,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0n9cqt6ha42dcned9zrz5wtqs256ct5sqjf4k9,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
614,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0prwcywrcc744qq5veu4upkur4665dlgr6003x,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1019,bot_like
615,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg0stashycnk0au3euckz46ucr9jnstf7sr3ejr0,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
616,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg20d9q23qmvmgt205w78cw9thwegw03ycga7d0r,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
617,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg234899dy86s85krenks2uxma9pz0thwsukch3x,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
618,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg239ffgrtl3mf4m6s02eweangtpe0gy9cph6u05,,ckb-behaviour-dataset-v1,COMPLETE,1-10,3,human_like
619,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg24w9uh6z7vg2mf48x5rq42t5aegfzxxsge2k2w,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
620,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg2fnljwt423kchx368x8xwstmkhx0k2agegvx0a,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
621,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg2h7uwwprx9jj45wjl3atqcx9n2ztadscfrnanm,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
622,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg2ww55lsgft0gcwr3d3t4q080au6w59dcm27x2h,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1127,bot_like
623,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg338aj4hnmutep9ufyd9yyuh3ju7rr8lq03fejn,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
624,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg3ryzlvtl0cpzr6z2j7s9a8r5uekgjtkcwe072t,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
625,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg3xv33uywn6sjyvmnzckatkpke54mlx8srepf4g,,ckb-behaviour-dataset-v1,COMPLETE,51-200,193,
626,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg3y6k5gqrgjt54wzhxar4kys594v2s0vg2fpsmk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
627,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg40ucnf7tt8zvnje7xhatf3yllc8zh4pqq25wqh,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
628,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg4cz7lvtz6anfw0uxkrxu8d0gxcfuww2gp702wk,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
629,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg4yg2m9jpx5efeu4q0vrp643gjmad37nqrk9glt,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
630,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg58nlmgm0f04zj3fedh4d369cpdz67s5q8n0dxm,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
631,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg5jmhqdrajsdjx6cfxjxh8rgcyd0tqknsgt33vf,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
632,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg5lst9mlwu80g4jr84edy4yl3aznsjppqhnt9pw,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
633,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg60za567aggkr4kdukm540wrujl4xn83g5sff6z,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
634,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg62egjmjcnvyrdl5z38esza6dgfxuy2xsy8gcsa,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
635,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg64upk25mkwaurfnz52t5wcm4hkw8ukgqdmqsjq,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
636,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6agcch2m7k8lsh00nv05ztfmz0euvqkcfpz7ec,,ckb-behaviour-dataset-v1,COMPLETE,201-500,330,
637,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6etjlacez8tnmwnue2rpngpyjzn7nd8q46sh5m,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3007,bot_like
638,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6j932zy4ztkzmtpye2uhzsju5npw795s89dznx,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1979,bot_like
639,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg6t6grxqadkz52sgj3ngzkycv7r22c9lqmpgtl9,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
640,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg709r8jqauttpmkjv2x2jg3mtdwvqk7acc26w2j,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
641,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg7amrm9saduc4acdzlerezh8x02rnlhpgctv0fh,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
642,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg7hr6px90xaq7398ykma025h78hlt9q6sx6xhlc,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,2145,bot_like
643,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg7s83aycfqw32rp2cl30mezyc5l5q4zfqppp5t0,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
644,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg7ufw40k8zhr0203nhe009gug2x5m9hfc7k2a50,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3346,bot_like
645,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg8pu56q5tq5fw73kv89xfvc8krqrwmz4seqggu7,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
646,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg8td6r2j7dwevxfd0c84lzn0j9dh0tkecqdrktc,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
647,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg8zg7hg80ul7sj74vc0rfe2ya7zxvzxxcv5tleh,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
648,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg9q2e95dadfctdfsuq5e5na0nwh58v4jc6rkddw,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
649,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqg9zt77ljsy79v237ska0mgf4zd50avq0cdx0vpw,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
650,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqga03anvc9nmkqp2cp4rnswktgx2ed5u5sag5y29,,ckb-behaviour-dataset-v1,COMPLETE,1-10,10,human_like
651,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqga7576ut7xx2v5xv68r6xuxv73mryg6lsuvp7yx,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,201-500,249,
652,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqga8fka44mj0qm9pz3zx8fh23cd9t7ye2qw4p9mm,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
653,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqga9r4u6mh3hpce4dmfkkhjmcmshmyz57c637qvk,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
654,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgckkw675lmy5g0hdgxzc7cteeh56wqrpg50mrk7,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
655,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgcls79s3gyaetwz3sm27r5gfjguywnh2cxxda76,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
656,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgcz52lrjnahz4fqftgu99pl00ekkzmcnqw90ng6,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
657,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgdfcqrc54z7gdl04pmq7vskgdzx2axu0cns0vcq,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
658,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgdfkqjl4zve8hmvt72a2gykfrwnae27ecw45zxl,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
659,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgdh67vg3ffv9r3zccpq3nmdysrqzgv77s04dskt,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,1810,bot_like
660,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgdxphgsetrscx0nayzu4w3y0mptppcf2cdy8eyh,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
661,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqge57hkg6u3mc7jwh7emmu7pne7keyn2ccf79a2t,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
662,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgf977v8w9d3pd0fk7w6fxx48pl6veplgstupmw8,,ckb-behaviour-dataset-v1,COMPLETE,5000+,73301,bot_like
663,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgfkqygamtn953uq036rmprazg7rnkt67gdcyxxf,,ckb-behaviour-dataset-v1,COMPLETE,51-200,61,
664,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgfqwmvzh39rck52chuz5t6404wqmywtagx3n5lf,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
665,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgg8w4ddafhudspnvc8aapvpek3rvmk33qqk5up2,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
666,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgggfv0k0gj6r4du3z58c6d39fq6vn7hps0v89nt,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,bot_like
667,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggk97uhpah6re39cfce5d08rrwu0yvyjg5vjg0s,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
668,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggs86408ja7nsgdh0lz0cxafua6u0pq5cmvsxuu,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
669,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggszva8zt4sr9p97fwvrhfhzqf7p29u8s3z6m5z,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
670,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqggtmv990h0ggv7g747uk0mj422sf3anps8teujc,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
671,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgh5jw6a3ex5mu4ry0dzl70rlmwmgq094s05vvyk,,ckb-behaviour-dataset-v1,COMPLETE,5000+,266872,bot_like
672,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgh8ejptxd3n05njryzm2vct7ew9jez6rs8uvuej,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
673,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqghcyy3z34lvvd306dsxk63tplg20yue3q6y3yy2,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
674,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqghgef3dx86uw7fnf9ekhf7xsy356w6tusmvpwpn,,ckb-behaviour-dataset-v1,COMPLETE,1001-5000,3552,bot_like
675,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqghntjqmjfan28zcakl06kt5v5x6upxtdgnsclpd,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
676,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgj3l4affhawvqru83788u58fphcrx2f8shd3h9l,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
677,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgj3q4zuj5v68a0nd9uc8t8dtet6llxd3c2fasjv,,ckb-behaviour-dataset-v1,COMPLETE,1-10,2,human_like
678,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgj3umca77qszppddp4armtr2l6dt4n8ycjv3xdw,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
679,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgjdw5vq6y0me78r46vf29flspd83qy9us3p3jgp,,ckb-behaviour-dataset-v1,COMPLETE,5000+,5468,bot_like
680,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgjr2xdh0zyc53jxpwsvwxq5x8y05rmytcewmqcv,,ckb-behaviour-dataset-v1,COMPLETE,501-1000,902,
681,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgjuhrq84l5nk7ylhlcqpsa3yg974735rgy30uch,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
682,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgk9kfuz7fchth20ksf8d2x3eqph9le6cqhenpf3,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
683,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkfsftjekwd5gtrpludsuaynmccg37mssm6hpt9,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
684,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgkfv8pzr5d26zcapqrd58ksc65w0qv8qqqp6xtc,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
685,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgl8p3tyd357ap33wygmdxur9xj2pft5dc5q6uz7,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
686,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglfcyvg2tr5h09lxhcgrlezm7cuz3ywkcf8tp3d,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
687,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglhkuet4ulhlrmp0m9sq0tdp5r8kmug2gvg442f,,ckb-behaviour-dataset-v1,COMPLETE,1-10,4,human_like
688,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqglrz80pqlcstnc89aw4dwr2av8spdc98sk7k0rz,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
689,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgm4jfxekt225yeqlkhhz585mhekalxa7qrv09fu,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
690,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgmjsf5sg7y340mh52tdh8z4p4v2yryk6ggzyu8m,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
691,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgnfvuxythnvn6vprmx6jxl9fqh5ezez8q9guwpx,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
692,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgnhsvcls3zfj0jggg74nej0hxwmtzjjvcu09935,,ckb-behaviour-dataset-v1,COMPLETE,51-200,78,
693,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgphyyw5jenumukdqqega4x0zwmvh0fnuqeh9e2g,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
694,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgq74prpeqz7rlncvqz0j2gn4jxsg75ztggj7v7a,,ckb-behaviour-dataset-v1,COMPLETE,unknown,,
695,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgqgaadvnwxwyarmxjc00yaplrrnz7gcngp4mycv,,ckb-behaviour-dataset-v1,COMPLETE,1-10,4,human_like
696,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgqu5f73a8mu9fjdve3rsmjc5q2uccwgccgerq4a,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
697,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgrrjcgegk84s72jhspcsxnznsygtketyqj93p7m,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,unknown,,
698,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgrz3hvgkrdt2k7cfdpwj8dfnunvjtssssjl8n5h,,ckb-behaviour-dataset-v1,COMPLETE,51-200,68,human_like
699,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgstg3ve68wkpcxkpy62ujul25dvpe0h4szkqsmr,,ckb-behaviour-dataset-v1,COMPLETE,5000+,17876,bot_like
700,ckb1qzda0cr08m85hc8jlnfp3zer7xulejywt49kt2rr0vthywaa50xwsqgt4w6g2rka0ufkctegwzcmm7g2gc8hvhgu5xy24,,ckb-behaviour-dataset-v1,FAILED_RETRY_EXHAUSTED,501-1000,902,
